source,target,score
BARD1,MSH6,0.925
BARD1,NBN,0.998
BARD1,PALB2,0.987
BARD1,PCGF2,0.91
BARD1,PCGF6,0.901
BARD1,PHC1,0.905
BARD1,PHC2,0.901
BARD1,PHC3,0.9
BARD1,RAD50,0.997
BARD1,RAD51,0.999
BARD1,RAD51C,0.967
BARD1,RAD51D,0.94
BARD1,RBBP8,0.999
BARD1,RING1,0.926
BARD1,RNF2,0.98
BARD1,RNF8,0.908
BARD1,RPS27A,0.953
BARD1,TOPBP1,0.998
BARD1,TP53,0.982
BARD1,UBA52,0.953
BARD1,UBB,0.954
BARD1,UBE2D3,0.983
BARD1,UIMC1,0.999
BARD1,XRCC3,0.905
BARD1,XRCC6,0.936
BAX,BBC3,0.951
BAX,BCL2,0.999
BAX,BCL2L1,0.999
BAX,BCL2L11,0.998
BAX,BID,0.998
BAX,CAPN1,0.916
BAX,CAPN2,0.912
BAX,CYCS,0.993
BAX,HK1,0.904
BAX,MCL1,0.999
BAX,PPIF,0.931
BAX,PRKACA,0.924
BAX,PRKACB,0.923
BAX,PRKN,0.94
BAX,SIRT1,0.942
BAX,TP53,0.994
BAX,VDAC1,0.983
BAX,XRCC6,0.972
BAZ1A,BAZ1B,0.946
BAZ1A,BPTF,0.935
BAZ1A,CECR2,0.941
BAZ1A,CHRAC1,0.998
BAZ1A,POLE3,0.999
BAZ1A,RBBP4,0.943
BAZ1A,RSF1,0.907
BAZ1A,SMARCA1,0.999
BAZ1A,SMARCA5,0.999
BAZ1B,DDX21,0.916
BAZ1B,DEK,0.934
BAZ1B,ERCC6,0.921
BAZ1B,H2AX,0.913
BAZ1B,MYBBP1A,0.946
BAZ1B,MYO1C,0.9
BAZ1B,POLE3,0.918
BAZ1B,RSF1,0.95
BAZ1B,SF3B1,0.919
BAZ1B,SMARCA1,0.998
BAZ1B,SMARCA5,0.999
BAZ2A,DNMT3B,0.906
BAZ2A,HDAC1,0.967
BAZ2A,SMARCA5,0.999
BAZ2A,TTF1,0.977
BBC3,BCL2,0.999
BBC3,BCL2L1,0.999
BBC3,BCL2L11,0.971
BBC3,BID,0.961
BBC3,MCL1,0.998
BBC3,TP53,0.959
BBIP1,BBS1,0.999
BBIP1,BBS2,0.999
BBIP1,BBS4,0.999
BBIP1,BBS5,0.999
BBIP1,BBS7,0.999
BBIP1,BBS9,0.999
BBIP1,RAB3IP,0.949
BBIP1,TTC8,0.997
BBS1,BBS10,0.982
BBS1,BBS12,0.963
BBS1,BBS2,0.999
BBS1,BBS4,0.999
BBS1,BBS5,0.999
BBS1,BBS7,0.999
BBS1,BBS9,0.999
BBS1,CEP290,0.921
BBS1,LZTFL1,0.972
BBS1,MCHR1,0.91
BBS1,RAB3IP,0.998
BBS1,RAB8A,0.943
BBS1,SSTR3,0.917
BBS1,TTC8,0.999
BBS10,BBS12,0.999
BBS10,BBS2,0.987
BBS10,BBS4,0.969
BBS10,BBS5,0.98
BBS10,BBS7,0.994
BBS10,BBS9,0.976
BBS10,CCT2,0.993
BBS10,CCT3,0.967
BBS10,CCT4,0.925
BBS10,CCT5,0.983
BBS10,CCT7,0.923
BBS10,CCT8,0.964
BBS10,MKKS,0.929
BBS10,MKS1,0.904
BBS10,TCP1,0.931
BBS10,TTC8,0.919
BBS12,BBS2,0.965
BBS12,BBS4,0.964
BBS12,BBS5,0.949
BBS12,BBS7,0.995
BBS12,BBS9,0.967
BBS12,MKKS,0.966
BBS12,TCP1,0.931
BBS12,TTC8,0.922
BBS2,BBS4,0.999
BBS2,BBS5,0.999
BBS2,BBS7,0.999
BBS2,BBS9,0.999
BBS2,LZTFL1,0.984
BBS2,RAB3IP,0.932
BBS2,TTC8,0.999
BBS4,BBS5,0.999
BBS4,BBS7,0.999
BBS4,BBS9,0.999
BBS4,CEP290,0.931
BBS4,LZTFL1,0.976
BBS4,PCM1,0.987
BBS4,RAB3IP,0.967
BBS4,TTC8,0.999
BBS5,BBS7,0.999
BBS5,BBS9,0.999
BBS5,LZTFL1,0.975
BBS5,RAB3IP,0.933
BBS5,TTC8,0.999
BBS7,BBS9,0.999
BBS7,LZTFL1,0.982
BBS7,RAB3IP,0.932
BBS7,TTC8,0.999
BBS9,LZTFL1,0.986
BBS9,RAB3IP,0.928
BBS9,TTC8,0.999
BCAR1,CBL,0.926
BCAR1,CRK,0.999
BCAR1,CRKL,0.999
BCAR1,DOCK1,0.999
BCAR1,ELMO1,0.952
BCAR1,ELMO2,0.915
BCAR1,ESR1,0.941
BCAR1,FYN,0.974
BCAR1,GRB2,0.982
BCAR1,ITGB1,0.914
BCAR1,MAP3K1,0.909
BCAR1,NCK1,0.961
BCAR1,NPHP4,0.941
BCAR1,PTK2,0.999
BCAR1,PTK2B,0.998
BCAR1,PTPN1,0.927
BCAR1,PXN,0.999
BCAR1,RAPGEF1,0.997
BCAR1,SRC,0.999
BCAR1,TLN1,0.998
BCAR1,TRIP6,0.905
BCAR1,VCL,0.999
BCAR1,ZYX,0.955
BCAS2,BUD31,0.998
BCAS2,CDC40,0.999
BCAS2,CDC5L,0.999
BCAS2,CRNKL1,0.998
BCAS2,CTNNBL1,0.995
BCAS2,CWC15,0.999
BCAS2,CWC22,0.985
BCAS2,DHX8,0.987
BCAS2,EFTUD2,0.999
BCAS2,EIF4A3,0.934
BCAS2,HSPA8,0.992
BCAS2,ISY1,0.961
BCAS2,MAGOH,0.936
BCAS2,PLRG1,0.999
BCAS2,PPIE,0.996
BCAS2,PPIL1,0.997
BCAS2,PRPF19,0.999
BCAS2,PRPF8,0.999
BCAS2,RBM22,0.996
BCAS2,SF3A2,0.945
BCAS2,SF3B1,0.9
BCAS2,SF3B3,0.904
BCAS2,SF3B4,0.998
BCAS2,SF3B5,0.9
BCAS2,SNRNP200,0.993
BCAS2,SNRNP40,0.999
BCAS2,SNRPA1,0.998
BCAS2,SNRPB,0.989
BCAS2,SNRPB2,0.991
BCAS2,SNRPD1,0.994
BCAS2,SNRPD2,0.991
BCAS2,SNRPD3,0.992
BCAS2,SNRPE,0.995
BCAS2,SNRPF,0.994
BCAS2,SNRPG,0.992
BCAS2,SNW1,0.999
BCAS2,SRRM2,0.984
BCAS2,SYF2,0.998
BCAS2,TCERG1,0.903
BCAS2,XAB2,0.999
BCAS2,YJU2,0.965
BCCIP,BRCA2,0.997
BCCIP,CCNH,0.921
BCCIP,CCNT1,0.91
BCCIP,CCNT2,0.909
BCCIP,CDK7,0.917
BCCIP,CDK9,0.902
BCCIP,CDKN1A,0.99
BCCIP,MNAT1,0.915
BCCIP,MTDH,0.945
BCCIP,RPL23,0.931
BCHE,COLQ,0.981
BCKDHA,BCKDHB,0.999
BCKDHA,DBT,0.999
BCKDHA,DLAT,0.945
BCKDHA,DLD,0.999
BCKDHA,DLST,0.963
BCKDHA,LDHA,0.923
BCKDHA,PDHB,0.999
BCKDHA,PDHX,0.951
BCKDHB,CAPZA1,0.9
BCKDHB,CAPZA2,0.9
BCKDHB,DBT,0.999
BCKDHB,DLAT,0.968
BCKDHB,DLD,0.999
BCKDHB,DLST,0.968
BCKDHB,LDHA,0.928
BCKDHB,PDHA1,0.988
BCKDHB,PDHX,0.969
BCL10,BIRC3,0.935
BCL10,CARD11,0.999
BCL10,CARD14,0.988
BCL10,CARD9,0.999
BCL10,CASP8,0.998
BCL10,CHUK,0.994
BCL10,IKBKB,0.996
BCL10,IKBKG,0.999
BCL10,MALT1,0.999
BCL10,MAP3K7,0.972
BCL10,MAPK1,0.917
BCL10,MAPK11,0.911
BCL10,MAPK14,0.921
BCL10,MAPK3,0.927
BCL10,MAPK8,0.926
BCL10,MAPK9,0.964
BCL10,NFKB1,0.929
BCL10,PRKCQ,0.973
BCL10,TRAF6,0.999
BCL2,BCL2L1,0.999
BCL2,BCL2L11,0.999
BCL2,BCL6,0.906
BCL2,BCLAF1,0.945
BCL2,BECN1,0.999
BCL2,BID,0.998
BCL2,BNIP2,0.982
BCL2,CASP3,0.987
BCL2,CASP8,0.984
BCL2,CASP9,0.946
BCL2,CCND1,0.958
BCL2,CDK1,0.92
BCL2,CREB1,0.925
BCL2,CTSL,0.931
BCL2,CYCS,0.997
BCL2,DDIT3,0.972
BCL2,FKBP8,0.996
BCL2,HIF1A,0.946
BCL2,HRAS,0.938
BCL2,HSP90AA1,0.929
BCL2,HSPB3,0.988
BCL2,ITPR1,0.996
BCL2,ITPR3,0.993
BCL2,JUN,0.927
BCL2,KEAP1,0.92
BCL2,LGALS3,0.915
BCL2,MAPK1,0.969
BCL2,MAPK3,0.985
BCL2,MAPK8,0.979
BCL2,MAPK9,0.957
BCL2,MDM2,0.953
BCL2,MYC,0.955
BCL2,NLRP1,0.999
BCL2,NR4A1,0.999
BCL2,PARP1,0.917
BCL2,PIK3C3,0.976
BCL2,PPID,0.947
BCL2,PPIF,0.961
BCL2,PPP2CA,0.962
BCL2,PPP2CB,0.904
BCL2,PPP2R1A,0.916
BCL2,PPP2R1B,0.913
BCL2,PPP2R2A,0.921
BCL2,PPP2R2B,0.91
BCL2,PPP2R3A,0.912
BCL2,PPP2R3B,0.901
BCL2,PPP2R3C,0.901
BCL2,PPP2R5A,0.964
BCL2,RAD9A,0.934
BCL2,RRAS,0.907
BCL2,SIVA1,0.938
BCL2,STAT3,0.959
BCL2,TP53,0.999
BCL2,UVRAG,0.974
BCL2,VDAC1,0.998
BCL2,VDAC2,0.911
BCL2,XIAP,0.951
BCL2L1,BCL2L11,0.999
BCL2L1,BECN1,0.999
BCL2L1,BID,0.999
BCL2L1,CASP3,0.95
BCL2L1,CASP8,0.933
BCL2L1,CASP9,0.992
BCL2L1,CTSL,0.919
BCL2L1,CYCS,0.998
BCL2L1,DNM1L,0.919
BCL2L1,FKBP8,0.935
BCL2L1,IL2,0.912
BCL2L1,ITPR3,0.942
BCL2L1,KRAS,0.982
BCL2L1,MAPK8,0.986
BCL2L1,MAPK9,0.956
BCL2L1,MCL1,0.989
BCL2L1,NLRP1,0.998
BCL2L1,PARK7,0.97
BCL2L1,PGAM5,0.997
BCL2L1,PINK1,0.986
BCL2L1,SIVA1,0.99
BCL2L1,STAT3,0.949
BCL2L1,TP53,0.999
BCL2L1,TP73,0.929
BCL2L1,VDAC1,0.998
BCL2L1,XIAP,0.939
BCL2L11,BECN1,0.987
BCL2L11,BID,0.982
BCL2L11,DDIT3,0.956
BCL2L11,DYNLL1,0.999
BCL2L11,FOXO3,0.984
BCL2L11,MAPK1,0.953
BCL2L11,MAPK3,0.97
BCL2L11,MAPK8,0.948
BCL2L11,MCL1,0.999
BCL3,CYLD,0.986
BCL3,HDAC1,0.909
BCL3,NFKB1,0.999
BCL3,NFKB2,0.999
BCL3,NFKBIA,0.904
BCL3,REL,0.952
BCL3,RELA,0.951
BCL3,RELB,0.959
BCL6,BCOR,0.999
BCL6,HDAC1,0.935
BCL6,HDAC4,0.966
BCL6,IRF4,0.942
BCL6,MTA3,0.908
BCL6,MYC,0.922
BCL6,NCOR1,0.999
BCL6,NCOR2,0.999
BCL6,STAT3,0.903
BCL6,TP53,0.957
BCL7A,BCL7C,0.99
BCL7A,BICRAL,0.983
BCL7A,BRD9,0.992
BCL7A,DPF2,0.984
BCL7A,PBRM1,0.972
BCL7A,PHF10,0.944
BCL7A,SMARCA2,0.993
BCL7A,SMARCA4,0.997
BCL7A,SMARCB1,0.996
BCL7A,SMARCC1,0.993
BCL7A,SMARCC2,0.989
BCL7A,SMARCD1,0.996
BCL7A,SMARCD2,0.991
BCL7A,SMARCD3,0.989
BCL7A,SMARCE1,0.993
BCL7A,SS18,0.987
BCL7C,BICRAL,0.988
BCL7C,BRD7,0.926
BCL7C,BRD9,0.992
BCL7C,DPF2,0.983
BCL7C,PBRM1,0.96
BCL7C,PHF10,0.939
BCL7C,SMARCA2,0.993
BCL7C,SMARCA4,0.994
BCL7C,SMARCB1,0.991
BCL7C,SMARCC1,0.994
BCL7C,SMARCC2,0.99
BCL7C,SMARCD1,0.995
BCL7C,SMARCD2,0.991
BCL7C,SMARCD3,0.991
BCL7C,SMARCE1,0.993
BCL7C,SS18,0.999
BCL9,CTNNB1,0.999
BCL9,H3-3B,0.915
BCL9,HNF4A,0.979
BCL9,LDB1,0.92
BCL9,LEF1,0.91
BCL9,TCF4,0.93
BCL9,TCF7L2,0.976
BCL9,TLE1,0.925
BCL9,TLE3,0.913
BCL9,TLE4,0.9
BCLAF1,CCNB1,0.94
BCLAF1,EMD,0.971
BCLAF1,H2AX,0.924
BCLAF1,THRAP3,0.993
BCOR,BMI1,0.958
BCOR,BRCA1,0.904
BCOR,BRCC3,0.912
BCOR,CBX2,0.942
BCOR,CBX4,0.956
BCOR,CBX8,0.971
BCOR,CDC16,0.921
BCOR,CDC23,0.906
BCOR,CDC26,0.9
BCOR,CDC27,0.907
BCOR,CUL7,0.907
BCOR,KDM2B,0.986
BCOR,MLLT3,0.994
BCOR,PCGF1,0.999
BCOR,PCGF2,0.958
BCOR,PCGF3,0.919
BCOR,PCGF6,0.932
BCOR,PHC1,0.956
BCOR,PHC2,0.928
BCOR,PHC3,0.928
BCOR,RING1,0.994
BCOR,RNF2,0.995
BCOR,RYBP,0.96
BCOR,YAF2,0.956
BCORL1,CTBP1,0.901
BCORL1,KDM2B,0.988
BCORL1,PCGF1,0.996
BCORL1,RYBP,0.92
BCORL1,SKP1,0.966
BCORL1,YAF2,0.908
BCR,CBL,0.971
BCR,CRK,0.945
BCR,CRKL,0.975
BCR,GRB2,0.994
BCR,SHC1,0.925
BCR,SHC2,0.9
BCR,SHC3,0.901
BCR,STAT5A,0.924
BCR,STAT5B,0.936
BDKRB1,BDKRB2,0.969
BDKRB1,EDN1,0.929
BDKRB1,F2,0.909
BDKRB1,GNA11,0.915
BDKRB1,GNAQ,0.974
BDKRB1,GNB1,0.952
BDKRB1,GNG12,0.909
BDKRB1,GNG2,0.904
BDKRB2,EDN1,0.935
BDKRB2,F2,0.91
BDKRB2,GNA11,0.925
BDKRB2,GNA14,0.913
BDKRB2,GNA15,0.921
BDKRB2,GNAI1,0.909
BDKRB2,GNAI2,0.91
BDKRB2,GNAI3,0.909
BDKRB2,GNAQ,0.982
BDKRB2,GNB1,0.952
BDKRB2,GNG12,0.914
BDKRB2,GNG2,0.904
BDP1,BRF1,0.998
BDP1,CRCP,0.95
BDP1,GTF3A,0.955
BDP1,GTF3C1,0.999
BDP1,GTF3C3,0.94
BDP1,POLR1C,0.918
BDP1,POLR1D,0.951
BDP1,POLR3A,0.994
BDP1,POLR3B,0.969
BDP1,POLR3C,0.972
BDP1,POLR3D,0.957
BDP1,POLR3E,0.983
BDP1,POLR3F,0.985
BDP1,POLR3H,0.922
BDP1,TBP,0.999
BECN1,BIRC2,0.996
BECN1,BIRC3,0.995
BECN1,CASP3,0.925
BECN1,CASP8,0.914
BECN1,CASP9,0.928
BECN1,DAPK1,0.987
BECN1,DYNLL1,0.901
BECN1,EXOC8,0.941
BECN1,GABARAPL2,0.992
BECN1,HMGB1,0.999
BECN1,HTT,0.979
BECN1,IRS1,0.921
BECN1,ITPR1,0.998
BECN1,ITPR3,0.987
BECN1,MAP1B,0.924
BECN1,MAP1LC3A,0.964
BECN1,MCL1,0.998
BECN1,MYD88,0.99
BECN1,NLRC4,0.958
BECN1,NRBF2,0.999
BECN1,PIK3C3,0.999
BECN1,PIK3CG,0.921
BECN1,PIK3R4,0.999
BECN1,PINK1,0.996
BECN1,PRKN,0.989
BECN1,RAB5A,0.992
BECN1,RB1CC1,0.999
BECN1,SH3GLB1,0.995
BECN1,SLAMF1,0.963
BECN1,SQSTM1,0.958
BECN1,TP53,0.939
BECN1,TRAF2,0.995
BECN1,TRAF6,0.982
BECN1,ULK1,0.999
BECN1,ULK2,0.997
BECN1,USP13,0.904
BECN1,UVRAG,0.999
BEGAIN,DLG2,0.901
BET1,BET1L,0.917
BET1,GOSR1,0.999
BET1,GOSR2,0.999
BET1,NAPA,0.962
BET1,NSF,0.904
BET1,SCFD1,0.999
BET1,SEC22B,0.999
BET1,SEC24B,0.956
BET1,STX18,0.951
BET1,STX5,0.999
BET1,STX6,0.945
BET1,STX7,0.973
BET1,USO1,0.982
BET1,VAMP7,0.989
BET1,VAMP8,0.997
BET1,VTI1A,0.98
BET1,VTI1B,0.979
BET1,YKT6,0.998
BET1L,GOSR1,0.999
BET1L,GOSR2,0.997
BET1L,SEC22B,0.982
BET1L,STX5,0.999
BET1L,USO1,0.985
BET1L,YKT6,0.998
BEX2,LDB1,0.903
BEX2,LMO2,0.923
BFSP1,BFSP2,0.999
BFSP2,MT-CYB,0.976
BGN,COL1A1,0.974
BGN,DCN,0.989
BGN,ELN,0.99
BGN,FN1,0.995
BGN,HSPG2,0.997
BGN,SDC1,0.943
BGN,TGFB1,0.978
BGN,TLR2,0.989
BGN,TLR4,0.994
BGN,TNF,0.94
BHLHE40,CLOCK,0.939
BHLHE40,CRY1,0.969
BHLHE40,NPAS2,0.972
BHLHE40,NR1D1,0.929
BHLHE40,PER2,0.955
BHLHE40,PER3,0.93
BICD2,DCTN1,0.998
BICD2,DCTN2,0.999
BICD2,DYNC1H1,0.999
BICD2,DYNC1I1,0.997
BICD2,DYNC1LI1,0.999
BICD2,NEK9,0.924
BICD2,RANBP2,0.995
BICRAL,BRD9,0.999
BICRAL,SMARCA2,0.967
BICRAL,SMARCA4,0.974
BICRAL,SMARCB1,0.945
BICRAL,SMARCC1,0.974
BICRAL,SMARCC2,0.948
BICRAL,SMARCD1,0.994
BICRAL,SMARCD2,0.945
BICRAL,SMARCD3,0.937
BICRAL,SMARCE1,0.955
BICRAL,SS18,0.931
BID,CAPN1,0.918
BID,CAPN2,0.938
BID,CASP1,0.941
BID,CASP10,0.976
BID,CASP2,0.972
BID,CASP8,0.992
BID,CTSL,0.913
BID,FADD,0.904
BID,MAPK8,0.954
BID,MAPK9,0.911
BID,MCL1,0.996
BID,PIDD1,0.929
BIN1,CLTC,0.936
BIN1,CLU,0.955
BIN1,DNM1,0.99
BIN1,DNM2,0.992
BIN1,MAPT,0.941
BIN1,MYC,0.999
BIN1,SYNJ1,0.994
BIN1,WASL,0.914
BIRC2,BIRC3,0.996
BIRC2,BTK,0.951
BIRC2,CASP3,0.997
BIRC2,CASP7,0.997
BIRC2,CASP8,0.971
BIRC2,CASP9,0.999
BIRC2,CD40,0.972
BIRC2,CFLAR,0.948
BIRC2,CYLD,0.943
BIRC2,FADD,0.994
BIRC2,GAPDH,0.945
BIRC2,HTRA2,0.995
BIRC2,IKBKG,0.992
BIRC2,MAP3K7,0.969
BIRC2,MYD88,0.903
BIRC2,RBCK1,0.975
BIRC2,RIPK1,0.999
BIRC2,RIPK2,0.993
BIRC2,RIPK3,0.976
BIRC2,RNF31,0.995
BIRC2,RPS27A,0.981
BIRC2,SHARPIN,0.984
BIRC2,TANK,0.934
BIRC2,TAX1BP1,0.912
BIRC2,TNF,0.999
BIRC2,TNFAIP3,0.931
BIRC2,TNFRSF1A,0.999
BIRC2,TRADD,0.999
BIRC2,TRAF1,0.999
BIRC2,TRAF2,0.999
BIRC2,TRAF3,0.999
BIRC2,TRAF6,0.993
BIRC2,UBA52,0.949
BIRC2,UBB,0.96
BIRC2,UBE2D2,0.994
BIRC2,UBE2D3,0.983
BIRC2,UBE2N,0.998
BIRC2,XIAP,0.996
BIRC3,CASP3,0.997
BIRC3,CASP7,0.989
BIRC3,CASP8,0.922
BIRC3,CASP9,0.996
BIRC3,CD40,0.914
BIRC3,CYLD,0.944
BIRC3,FADD,0.96
BIRC3,GAPDH,0.944
BIRC3,HTRA2,0.972
BIRC3,IKBKG,0.936
BIRC3,MAP3K7,0.942
BIRC3,MYD88,0.926
BIRC3,NFKB1,0.939
BIRC3,RBCK1,0.942
BIRC3,RIPK1,0.999
BIRC3,RIPK2,0.988
BIRC3,RIPK3,0.963
BIRC3,RNF31,0.946
BIRC3,SHARPIN,0.947
BIRC3,TNF,0.964
BIRC3,TNFAIP3,0.916
BIRC3,TNFRSF1A,0.999
BIRC3,TNFRSF1B,0.934
BIRC3,TRADD,0.998
BIRC3,TRAF1,0.999
BIRC3,TRAF2,0.999
BIRC3,TRAF3,0.999
BIRC3,TRAF6,0.988
BIRC3,UBE2D2,0.998
BIRC3,UBE2N,0.952
BIRC3,XIAP,0.994
BIRC5,BUB1,0.979
BIRC5,BUB1B,0.987
BIRC5,CASP3,0.916
BIRC5,CASP9,0.911
BIRC5,CCNA2,0.956
BIRC5,CCNB1,0.993
BIRC5,CCNB2,0.993
BIRC5,CDC20,0.995
BIRC5,CDCA5,0.942
BIRC5,CDCA8,0.999
BIRC5,CDK1,0.997
BIRC5,CENPA,0.955
BIRC5,CEP55,0.913
BIRC5,ESPL1,0.917
BIRC5,FOXM1,0.958
BIRC5,HJURP,0.912
BIRC5,INCENP,0.999
BIRC5,KIF11,0.957
BIRC5,KIF20A,0.973
BIRC5,KIF4A,0.925
BIRC5,MAD2L1,0.981
BIRC5,NEK2,0.94
BIRC5,NUF2,0.949
BIRC5,PCLAF,0.93
BIRC5,PLK1,0.98
BIRC5,PRC1,0.94
BIRC5,PTTG1,0.926
BIRC5,SPAG5,0.917
BIRC5,SPC24,0.924
BIRC5,TOP2A,0.976
BIRC5,TP53,0.93
BIRC5,TPX2,0.952
BIRC5,XIAP,0.96
BIRC5,ZWINT,0.917
BIRC6,CASP9,0.931
BIRC6,HTRA2,0.919
BIRC6,USP8,0.903
BLM,BRCA1,0.974
BLM,BRCA2,0.935
BLM,BRIP1,0.95
BLM,CENPS,0.994
BLM,CENPX,0.994
BLM,CHEK1,0.932
BLM,EXO1,0.998
BLM,FAAP100,0.994
BLM,FANCA,0.999
BLM,FANCD2,0.933
BLM,FANCG,0.999
BLM,FANCM,0.999
BLM,FEN1,0.921
BLM,MLH1,0.999
BLM,MRE11,0.969
BLM,MSH2,0.907
BLM,MSH6,0.972
BLM,MUS81,0.964
BLM,NBN,0.925
BLM,RAD50,0.92
BLM,RAD51,0.998
BLM,RAD52,0.958
BLM,RMI1,0.999
BLM,RPA1,0.999
BLM,RPA2,0.998
BLM,RPA3,0.998
BLM,TOP3A,0.999
BLM,TOP3B,0.945
BLM,TP53,0.932
BLM,TP53BP1,0.978
BLM,XRCC3,0.962
BLM,XRCC6,0.91
BLNK,BTK,0.999
BLNK,CBL,0.967
BLNK,CD19,0.932
BLNK,CD79A,0.998
BLNK,CD79B,0.961
BLNK,GRB2,0.999
BLNK,LCP2,0.991
BLNK,LYN,0.999
BLNK,NCK1,0.928
BLNK,PLCG2,0.999
BLNK,SH3KBP1,0.994
BLNK,SYK,0.999
BLNK,TEC,0.951
BLNK,VAV1,0.999
BLNK,VAV2,0.962
BLNK,VAV3,0.959
BLNK,ZAP70,0.905
BLOC1S1,BLOC1S2,0.999
BLOC1S1,BLOC1S3,0.999
BLOC1S1,BLOC1S4,0.998
BLOC1S1,BLOC1S5,0.997
BLOC1S1,BLOC1S6,0.999
BLOC1S1,BORCS5,0.999
BLOC1S1,BORCS6,0.999
BLOC1S1,BORCS7,0.998
BLOC1S1,BORCS8,0.998
BLOC1S1,DTNBP1,0.999
BLOC1S1,KXD1,0.999
BLOC1S1,SNAPIN,0.999
BLOC1S2,BLOC1S3,0.999
BLOC1S2,BLOC1S4,0.989
BLOC1S2,BLOC1S5,0.994
BLOC1S2,BLOC1S6,0.999
BLOC1S2,BORCS5,0.998
BLOC1S2,BORCS6,0.999
BLOC1S2,BORCS7,0.999
BLOC1S2,BORCS8,0.998
BLOC1S2,BRCA1,0.909
BLOC1S2,DTNBP1,0.999
BLOC1S2,HPS6,0.914
BLOC1S2,KXD1,0.999
BLOC1S2,SNAPIN,0.999
BLOC1S2,TUBGCP4,0.906
BLOC1S2,TUBGCP5,0.9
BLOC1S2,TUBGCP6,0.904
BLOC1S3,BLOC1S4,0.989
BLOC1S3,BLOC1S5,0.995
BLOC1S3,BLOC1S6,0.999
BLOC1S3,DTNBP1,0.999
BLOC1S3,HPS3,0.988
BLOC1S3,HPS4,0.977
BLOC1S3,HPS5,0.985
BLOC1S3,HPS6,0.985
BLOC1S3,SNAPIN,0.999
BLOC1S4,BLOC1S5,0.993
BLOC1S4,BLOC1S6,0.999
BLOC1S4,DTNBP1,0.99
BLOC1S4,SNAPIN,0.977
BLOC1S5,BLOC1S6,0.999
BLOC1S5,DTNBP1,0.996
BLOC1S5,HPS3,0.919
BLOC1S5,SNAPIN,0.996
BLOC1S6,DTNBP1,0.999
BLOC1S6,HPS3,0.982
BLOC1S6,HPS4,0.964
BLOC1S6,HPS5,0.986
BLOC1S6,HPS6,0.986
BLOC1S6,SNAPIN,0.999
BLOC1S6,STX12,0.919
BLZF1,GORASP1,0.98
BLZF1,GORASP2,0.999
BLZF1,RAB2A,0.993
BMI1,BRCA1,0.97
BMI1,BRCC3,0.917
BMI1,CBX1,0.991
BMI1,CBX2,0.999
BMI1,CBX4,0.999
BMI1,CBX6,0.995
BMI1,CBX8,0.999
BMI1,CDC16,0.903
BMI1,CDC23,0.908
BMI1,CDC26,0.9
BMI1,CDC27,0.903
BMI1,CDKN2A,0.913
BMI1,CUL7,0.906
BMI1,E2F6,0.944
BMI1,EED,0.989
BMI1,EZH2,0.999
BMI1,H2AC18,0.96
BMI1,H2AC20,0.954
BMI1,HDAC2,0.977
BMI1,MLLT1,0.913
BMI1,PCGF1,0.992
BMI1,PCGF2,0.999
BMI1,PCGF3,0.979
BMI1,PCGF5,0.976
BMI1,PCGF6,0.988
BMI1,PHC1,0.999
BMI1,PHC2,0.999
BMI1,PHC3,0.992
BMI1,RBBP4,0.963
BMI1,RBBP7,0.964
BMI1,RING1,0.999
BMI1,RNF2,0.999
BMI1,RYBP,0.996
BMI1,SCMH1,0.996
BMI1,SLC25A3,0.978
BMI1,SUZ12,0.997
BMI1,TP53,0.956
BMI1,UBAP2L,0.952
BMI1,UBE2D3,0.944
BMI1,YAF2,0.981
BMI1,YY1,0.96
BMI1,ZBTB16,0.943
BMP2,BMP4,0.97
BMP2,BMP6,0.947
BMP2,BMP7,0.988
BMP2,BMPR1A,0.999
BMP2,BMPR2,0.999
BMP2,FGF2,0.937
BMP2,FN1,0.902
BMP2,HJV,0.996
BMP2,RUNX2,0.982
BMP2,SMAD4,0.954
BMP2,SPP1,0.921
BMP4,BMP6,0.966
BMP4,BMP7,0.978
BMP4,BMPR1A,0.999
BMP4,BMPR2,0.999
BMP4,FST,0.926
BMP4,GATA4,0.925
BMP4,HJV,0.911
BMP4,MSX1,0.91
BMP4,SHH,0.922
BMP4,SMAD4,0.933
BMP6,BMPR1A,0.999
BMP6,BMPR2,0.999
BMP6,HFE,0.905
BMP6,HJV,0.998
BMP7,BMPR1A,0.999
BMP7,BMPR2,0.999
BMP7,FST,0.989
BMPR1A,BMPR2,0.999
BMPR1A,GDF2,0.902
BMPR1A,GDF5,0.998
BMPR1A,HJV,0.973
BMPR1A,SMAD1,0.967
BMPR1A,SMAD2,0.965
BMPR1A,SMAD3,0.957
BMPR1A,SMAD4,0.957
BMPR1A,SMAD7,0.902
BMPR1A,SMAD9,0.976
BMPR2,DYNLT1,0.957
BMPR2,ENG,0.979
BMPR2,GDF2,0.999
BMPR2,GDF5,0.995
BMPR2,LIMK1,0.989
BMPR2,SMAD1,0.942
BMPR2,SMAD2,0.965
BMPR2,SMAD3,0.958
BMPR2,SMAD4,0.946
BMPR2,SMAD9,0.99
BMPR2,TRPC1,0.924
BMPR2,TRPC3,0.907
BMPR2,TRPC4,0.914
BMPR2,TRPC6,0.929
BNIP2,CDC42,0.938
BOC,CDON,0.942
BOC,GAS1,0.982
BOC,LRP2,0.916
BOC,PTCH1,0.993
BOC,SHH,0.996
BOC,SMO,0.963
BOD1,BUB1B,0.924
BOD1,CXXC1,0.908
BOD1,SPDL1,0.917
